ID,Outlet,Funding,State,Community,Website,Features
"3,096.00",North Coast Journal,Independent,California,Humbolt County,https://www.northcoastjournal.com/,"Politics, People and Art"
"1,878.00",Ingleside-Excelsior Light,Independent,California,Ingleside (SF),https://www.inglesidelight.com/tag/news/,
"1,385.00",Inglewood Today,Independent,California,Inglewood,https://inglewoodtoday.com/,Black-owned
41.00,Black Voice News,Independent,California,Inland Empire,https://blackvoicenews.com/,Black-owned
878.00,Precinct Reporter,Independent,California,Inland Empire,https://precinctreporter.com/,Black-owned
"2,479.05",La Cañada Outlook,Independent,California,La Cañada,https://outlooknewspapers.com/lacanadaoutlook/,
117.00,Lake County News,Independent,California,Lakeport,https://www.lakeconews.com/,Local Independent Online News (LION)
"2,986.06",Livermore Vine,Nonprofit,California,Livermore,https://www.livermorevine.com/,
226.00,Lodi News-Sentinel,Independent,California,Lodi,https://www.lodinews.com/,
997.00,FORTHE,Nonprofit,California,Long Beach,https://forthe.org/,
28.00,Long Beach Post,Nonprofit,California,Long Beach,https://lbpost.com/,Spanish & English
"2,693.00",Long Beach Current,College-based,California,Long Beach,https://lbcurrent.com/about/,California State University Long Beach / Solutions Journalism
"1,853.00",Afro-LA,Nonprofit,California,Los Angeles,https://afrolanews.org/,Black voice / Alliance of Nonprofit News Outlets (ANNO) Member
"2,153.00",Ang Diaryo,Nonprofit,California,Los Angeles,https://angdiaryo.org,Immigrant stories
217.00,Boyle Heights Beat,Nonprofit,California,Los Angeles,https://boyleheightsbeat.com/,Spanish & English / INN Member
"2,390.00",CALÓ News,Nonprofit,California,Los Angeles,https://www.calonews.com/about/,Spanish & English / Latino Community Focused
769.00,Crosstown,Nonprofit,California,Los Angeles,https://xtown.la,
"3,059.24",DN: Los Angeles,Nonprofit,California,Los Angeles,https://losangeles.documenters.org/,Documenting local government
999.00,Knock LA,Nonprofit,California,Los Angeles,https://knock-la.com/,
"2,271.00",LA Public Press,Nonprofit,California,Los Angeles,https://lapublicpress.org/,journalism that interrogates systems of power
"2,267.13",Next City: Los Angeles,Nonprofit,California,Los Angeles,https://nextcity.org/Los_Angeles,Solutions Journalism
"2,315.05",Streetsblog - Los Angeles,Nonprofit,California,Los Angeles,https://la.streetsblog.org/,sustainable transportation
"3,462.00",The LA Local,Nonprofit,California,Los Angeles,https://thelalocal.org/,
779.00,Witness LA,Nonprofit,California,Los Angeles,https://witnessla.com,Criminal justice news
"2,251.02",Black,College-based,California,Los Angeles,https://www.uscannenbergmedia.com/Black/,Black voice / Annenberg School of Journalism
"3,598.00",Daily Bruin (UCLA),College-based,California,Los Angeles,https://dailybruin.com/category/news,UCLA
"3,605.00",Daily Trojan,College-based,California,Los Angeles,https://dailytrojan.com/news/,English & Spanish / USC
"2,251.01",Dimelo,College-based,California,Los Angeles,https://www.uscannenbergmedia.com/dimelo/,Spanish & English / Latine / Annenberg School of Journalism
"2,251.03",elevASIAN,College-based,California,Los Angeles,https://www.uscannenbergmedia.com/elevASIAN/,AAPI / Annenberg School of Journalism
"1,780.00",Asian Journal,Independent,California,Los Angeles,https://asianjournal.com/,Filipino
"2,299.00",CiltyWatch LA,Independent,California,Los Angeles,https://www.citywatchla.com/,
"2,388.00",LA Focus,Independent,California,Los Angeles,https://www.lafocusnews.com,Black voice
"2,389.00",La Opinión,Independent,California,Los Angeles,https://laopinion.com,Spanish
"2,604.00",LA Taco,Independent,California,Los Angeles,https://lataco.com/category/news,"covering food, culture, and community"
"2,156.00",Larchmont Buzz,Independent,California,Los Angeles,https://larchmontbuzz.com/,
"1,806.10",Los Angeles Blade,Independent,California,Los Angeles,https://www.losangelesblade.com/,LGBTQ+
873.00,Los Angeles Sentinel,Independent,California,Los Angeles,https://lasentinel.net/,Black-owned
"1,391.00",Los Angeles Wave Newspapers,Independent,California,Los Angeles,https://wavepublication.com/,Black-owned
876.00,Our Weekly,Independent,California,Los Angeles,https://www.ourweekly.com/,Black-owned
"1,790.00",Rafu Shimpo,Independent,California,Los Angeles,https://www.rafu.com/,Japanese & English
"3,316.00",Westside Current,Independent,California,Los Angeles,https://www.westsidecurrent.com/,
"2,899.00",[Cal State LA] University Times,College-based,California,Los Angeles (East Side),https://csulauniversitytimes.com/category/community-news/,
"2,900.00",The Eastsider,Independent,California,Los Angeles (East Side),https://www.theeastsiderla.com,
"2,221.00",Q Voice,Independent,California,Los Angeles (Greater),https://qvoicenews.com/,
"2,558.00",Easy Reader and Penninsula,Independent,California,Los Angeles beaches,https://easyreadernews.com/,
"3,019.00",Random Length News,Independent,California,Los Angeles harbor area,https://www.randomlengthsnews.com/,"67 / a newspaper that will fight for worker, consumer and citizen rights"
"2,521.00",Pepperdine Graphic,College-based,California,Malibu,https://pepperdine-graphic.com/category/news/,Pepperdine University
230.02,Malibu Times,Independent,California,Malibu,https://malibutimes.com/category/news,
"2,016.00",Point Reyes Light,Independent,California,Marin County,https://www.ptreyeslight.com/,
"3,698.00",Anderson Valley Advertiser,Independent,California,Mendicino County,https://theava.com/,
"3,700.00",Mendo Local Public Media,Independent,California,Mendicino County,https://www.mendolocal.news/,
"2,157.00","Mendocino Voice, The",Independent,California,Mendocino,https://mendovoice.com/,
"3,701.00",MendocinoCoast.News,Independent,California,Mendocino Coast,http://www.mendocinocoast.news,
16.00,The Mendocino Voice,Nonprofit,California,Mendocino County,https://mendovoice.com/,Inst. for Nonprofit News (INN) member
227.00,Menifee 24/7,Independent,California,Menifee,http://www.menifee247.com/search/label/News,
"1,742.00",Mongabay.org,Nonprofit,California,Menlo Park,https://mongabay.org/,"English, Chinese, German, Spanish, French, Bahasa Indonesian, Italian, Japanese, Portuguese,  / Environmental Journalism and Education"
"1,719.00",Latino Times,Independent,California,Modesto,https://www.latinotimes.org/,Spanish & English
642.00,The Modesto Bee,Large Chain,California,Modesto,https://www.modbee.com/,
"3,025.00",Monterey County Now,Independent,California,Monterey County,https://www.montereycountynow.com/news/,
"2,986.04",Mountain View Voice,Nonprofit,California,Mountain View,https://www.mv-voice.com/,
"1,694.00",Mule Creek Post,Nonprofit,California,Mule Creek State Prison,https://fliphtml5.com/bookcase/zudxq,Prison news
"2,692.01",Calistoga Tribune,Nonprofit,California,Napa Valley,https://calistogatribune.com/,Newsletter
"2,692.02",Conéctate Napa County,Nonprofit,California,Napa Valley,https://calistogatribune.com/conectate-napa-county/,Spanish / Newsletter
"2,692.02",Yountville Sun,Nonprofit,California,Napa Valley,https://yountvillesun.com/,Newsletter
"2,953.03",American Canyon Eagle,Independent,California,Napa Valley,https://napavalleyregister.com/eagle/,
"2,953.01",Napa Valley Register,Independent,California,Napa Valley,https://napavalleyregister.com/about-us/,
"2,890.00",Natomas Buzz,Independent,California,Natomas,https://www.natomasbuzz.com/,
665.00,YubaNet.com,Independent,California,Nevada County,https://yubanet.com/,Women/LGBT-owned
"2,947.00",Stu Newport News,Independent,California,Newport Beach,https://stunewsnewport.com/,
"2,768.00",Talon Marks,College-based,California,Norwalk,https://www.talonmarks.com/,Cerritos College
"2,767.00",Oakland Voices,Nonprofit,California,Oakland,https://oaklandvoices.us/,journalism training program by Maynard Inst. for Oakland residents
222.01,The Oaklandside,Nonprofit,California,Oakland,https://oaklandside.org/,"Investigate systems, not just symptoms"
"2,843.00",Oakland North,College-based,California,Oakland,https://oaklandnorth.net/,"UC, Berkeley, Journalism School"
"1,720.00",Alianza Metropolitan News,Independent,California,Oakland,https://alianzanews.com/,Spanish & English / Hispanic Women-owned
875.00,Oakland Post,Independent,California,Oakland,https://www.postnewsgroup.com/,Black-owned
"3,011.00",OB Rag,Other,California,Ocean Beach,https://obrag.org/,
"2,076.00",Spotlight Schools,Nonprofit,California,Orange County,https://www.spotlightschools.com/,
46.00,Voice of OC,Nonprofit,California,Orange County,https://voiceofoc.org/,Inst. for Nonprofit News (INN) member
228.00,Mixteco/Indigena Community Organizing Project (MICOP),Nonprofit,California,Oxnard,https://mixteco.org/news/#,Spanish & English / Indigenous Migrant Community
884.00,Tri County Sentry,Independent,California,Oxnard,https://www.tricountysentry.com/,Black-owned
"2,335.01",Pacifica Tribune,Other,California,Pacifica,https://www.coastsidenews.com/tribune/,Public Benefit Corp
"3,194.00",Coachella Valley Independent,Nonprofit,California,Palm Springs,https://cvindependent.com/category/news/local-issues/,
"2,435.00",Palm Springs Post,Independent,California,Palm Springs,https://thepalmspringspost.com/about/,
"2,986.02",Palo Alto Weekly,Nonprofit,California,Palo Alto,https://www.paloaltoonline.com/,
"2,958.00",Palo Alto Daily Post,Independent,California,Palo Alto,https://padailypost.com/about-us/,
"2,326.00",Local News Pasadena,Nonprofit,California,Pasadena,https://localnewspasadena.com/about/,
230.03,Paso Robles Press,Independent,California,Paso Robles,https://pasoroblespress.com/,
"2,986.05",Pleasanton Weekly,Nonprofit,California,Pleasanton,https://www.pleasantonweekly.com/,
"1,862.00",The Potrero View,Independent,California,Protrero Hill (SF),https://www.potreroview.net,
222.03,Richmondside,Nonprofit,California,Richmond,https://richmondside.org/,
"2,650.00",Grandview Independent,Independent,California,Richmond,https://www.grandviewindependent.com/,
678.00,The Riverside Record,Nonprofit,California,Riverside,https://riversiderecord.org/,Inst. for Nonprofit News (INN) member
"2,171.00",Homeward Street Journal,Nonprofit,California,Sacramento,https://sacshoc.org/homeward/,Street Paper
"2,644.00",Sacramento News and Review,Other,California,Sacramento,https://sacramento.newsreview.com/,
"2,766.00",Hmong Daily News,Independent,California,Sacramento,https://hmongdailynews.com,Hmong community
"1,307.00",Sacramento Cultural Hub,Independent,California,Sacramento,https://www.sacculturalhub.com/,Black-owned
879.00,Sacramento Observer,Independent,California,Sacramento,https://sacobserver.com/,Black-owned
"2,391.00",Slavic Sacramento,Independent,California,Sacramento,https://www.slavicsac.com/about/,"Ukranian, Russian, English"
"1,481.00",Sacramento Bee,Large Chain,California,Sacramento,https://www.sacbee.com/news/,
"3,245.00",Nowruz Media,Nonprofit,California,Sacramento and Bay Area,https://nowruzmedia.com/,Farsi and English / Afghan immigrant community / Solutions Journalism
768.00,Chico Sol,Nonprofit,California,Sacramento Valley,https://chicosol.org,Spanish & English
680.00,Voices of Monterey Bay,Nonprofit,California,Salinas,https://voicesofmontereybay.org,Inst. for Nonprofit News (INN) member
869.00,American News,Independent,California,San Bernardino,https://sb-american.com,Black-owned
"3,059.29",DN: San Diego,Nonprofit,California,San Diego,https://sandiego-ca.documenters.org/meetings/,Documenting local government
"1,715.00",El Latino,Nonprofit,California,San Diego,https://ellatinoonline.com/,Spanish
1.00,Inewsource,Nonprofit,California,San Diego,https://inewsource.org/,Spanish & English / INN Member
"2,281.00",Times of San Diego,Nonprofit,California,San Diego,https://timesofsandiego.com/,
778.00,Voice of San Diego,Nonprofit,California,San Diego,https://voiceofsandiego.org/,
"2,439.00",The San Diego Sun,Other,California,San Diego,https://thesandiegosun.com/news/,News and insights by a journalist longtime San Diego resident.
"2,412.00",La Prensa San Diego,Independent,California,San Diego,https://laprensa.org/,Spanish & English
881.00,The San Diego Voice & Viewpoint Newspaper,Independent,California,San Diego,https://sdvoice.info/,Black-owned
